n,r,m
"(:Character {id: Dioné, label: Dioné, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Atlas, label: Atlas, type: titan})"
"(:Character {id: Keltos, label: Keltos, type: mythological Greek character})",[:RELATED {type: father}],"(:Character {id: Heracles, label: Heracles, type: demigod of Greek mythology})"
"(:Character {id: Coronis, label: Coronis, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Aethra, label: Aethra, type: Greek nymph})"
"(:Character {id: Coronis, label: Coronis, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Atlas, label: Atlas, type: titan})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: spouse}],"(:Character {id: Persephone, label: Persephone, type: Greek deity})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Hera, label: Hera, type: Olympian god})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Demeter, label: Demeter, type: Greek deity})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Poseidon, label: Poseidon, type: Olympian god})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Hestia, label: Hestia, type: household deity})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Zeus, label: Zeus, type: Olympian god})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: father}],"(:Character {id: Cronus, label: Cronus, type: titan})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: mother}],"(:Character {id: Rhea, label: Rhea, type: titan})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Poseidon, label: Poseidon, type: Greek deity})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Hestia, label: Hestia, type: Greek deity})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Zeus, label: Zeus, type: thunder deity})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Hera, label: Hera, type: fertility deity})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Demeter, label: Demeter, type: goddess})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Zeus, label: Zeus, type: King of the Gods})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Poseidon, label: Poseidon, type: water deity})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Hestia, label: Hestia, type: Olympian god})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Hera, label: Hera, type: Greek deity})"
"(:Character {id: Hades, label: Hades, type: death deity})",[:RELATED {type: sibling}],"(:Character {id: Zeus, label: Zeus, type: Greek deity})"
"(:Character {id: Aidos, label: Aidos, type: Greek deity})",[:RELATED {type: father}],"(:Character {id: Prometheus, label: Prometheus, type: titan})"
"(:Character {id: Pan, label: Pan, type: nature deity})",[:RELATED {type: mother}],"(:Character {id: Hybris, label: Hybris, type: daemon})"
"(:Character {id: Pan, label: Pan, type: nature deity})",[:RELATED {type: father}],"(:Character {id: Hermes, label: Hermes, type: Olympian god})"
"(:Character {id: Pan, label: Pan, type: nature deity})",[:RELATED {type: mother}],"(:Character {id: Penelope, label: Penelope, type: dryad})"
"(:Character {id: Pan, label: Pan, type: nature deity})",[:RELATED {type: mother}],"(:Character {id: Callisto, label: Callisto, type: Greek nymph})"
"(:Character {id: Eos, label: Eos, type: personification})",[:RELATED {type: sibling}],"(:Character {id: Selene, label: Selene, type: goddess})"
"(:Character {id: Eos, label: Eos, type: personification})",[:RELATED {type: sibling}],"(:Character {id: Helios, label: Helios, type: solar deity})"
"(:Character {id: Eos, label: Eos, type: personification})",[:RELATED {type: father}],"(:Character {id: Hyperion, label: Hyperion, type: titan})"
"(:Character {id: Eos, label: Eos, type: personification})",[:RELATED {type: mother}],"(:Character {id: Theia, label: Theia, type: titan})"
"(:Character {id: Eos, label: Eos, type: personification})",[:RELATED {type: spouse}],"(:Character {id: Astraeus, label: Astraeus, type: titan})"
"(:Character {id: Bia, label: Bia, type: goddess})",[:RELATED {type: sibling}],"(:Character {id: Zelus, label: Zelus, type: Greek deity})"
"(:Character {id: Bia, label: Bia, type: goddess})",[:RELATED {type: sibling}],"(:Character {id: Kratos, label: Kratos, type: Greek deity})"
"(:Character {id: Bia, label: Bia, type: goddess})",[:RELATED {type: sibling}],"(:Character {id: Nike, label: Nike, type: goddess})"
"(:Character {id: Bia, label: Bia, type: goddess})",[:RELATED {type: father}],"(:Character {id: Pallas, label: Pallas, type: Giants})"
"(:Character {id: Bia, label: Bia, type: goddess})",[:RELATED {type: mother}],"(:Character {id: Styx, label: Styx, type: Okeanid})"
"(:Character {id: Bia, label: Bia, type: goddess})",[:RELATED {type: father}],"(:Character {id: Pallas, label: Pallas, type: titan})"
"(:Character {id: Prophasis, label: Prophasis, type: Greek deity})",[:RELATED {type: father}],"(:Character {id: Epimetheus, label: Epimetheus, type: titan})"
"(:Character {id: Phoitos, label: Phoitos, type: Giants})",[:RELATED {type: killed by}],"(:Character {id: Hera, label: Hera, type: Olympian god})"
"(:Character {id: Phoitos, label: Phoitos, type: Giants})",[:RELATED {type: killed by}],"(:Character {id: Hera, label: Hera, type: fertility deity})"
"(:Character {id: Phoitos, label: Phoitos, type: Giants})",[:RELATED {type: killed by}],"(:Character {id: Hera, label: Hera, type: Greek deity})"
"(:Character {id: Athis, label: Athis, type: demigod of Greek mythology})",[:RELATED {type: mother}],"(:Character {id: Limnaee, label: Limnaee, type: naiad})"
"(:Character {id: Athis, label: Athis, type: demigod of Greek mythology})",[:RELATED {type: killed by}],"(:Character {id: Perseus, label: Perseus, type: Greek heroes})"
"(:Character {id: Porus, label: Porus, type: daemon})",[:RELATED {type: mother}],"(:Character {id: Metis, label: Metis, type: Okeanid})"
"(:Character {id: Asopus, label: Asopus, type: Greek water deities})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Asopus, label: Asopus, type: Greek water deities})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Asopus, label: Asopus, type: Greek water deities})",[:RELATED {type: spouse}],"(:Character {id: Metope, label: Metope, type: naiad})"
"(:Character {id: Asopus, label: Asopus, type: Greek water deities})",[:RELATED {type: mother}],"(:Character {id: Eurynome, label: Eurynome, type: Okeanid})"
"(:Character {id: Asopus, label: Asopus, type: Greek water deities})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Asopus, label: Asopus, type: Greek water deities})",[:RELATED {type: mother}],"(:Character {id: Celusa, label: Celusa, type: Oread})"
"(:Character {id: Asopus, label: Asopus, type: Greek water deities})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Morea, label: Morea, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: dryad})"
"(:Character {id: Morea, label: Morea, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: mythological Greek character})"
"(:Character {id: Ampelus, label: Ampelus, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: dryad})"
"(:Character {id: Ampelus, label: Ampelus, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: mythological Greek character})"
"(:Character {id: Q21286562, label: Q21286562, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: dryad})"
"(:Character {id: Q21286562, label: Q21286562, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: mythological Greek character})"
"(:Character {id: Aigeiros, label: Aigeiros, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: dryad})"
"(:Character {id: Aigeiros, label: Aigeiros, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: mythological Greek character})"
"(:Character {id: Syke, label: Syke, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: dryad})"
"(:Character {id: Syke, label: Syke, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: mythological Greek character})"
"(:Character {id: Kraneia, label: Kraneia, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: dryad})"
"(:Character {id: Kraneia, label: Kraneia, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: mythological Greek character})"
"(:Character {id: Balanus, label: Balanus, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: dryad})"
"(:Character {id: Balanus, label: Balanus, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: mythological Greek character})"
"(:Character {id: Carya, label: Carya, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: dryad})"
"(:Character {id: Carya, label: Carya, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: mythological Greek character})"
"(:Character {id: Ptelea, label: Ptelea, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: dryad})"
"(:Character {id: Ptelea, label: Ptelea, type: Hamadryad})",[:RELATED {type: mother}],"(:Character {id: Hamadryas, label: Hamadryas, type: mythological Greek character})"
"(:Character {id: Damasen, label: Damasen, type: Giants})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Greek primordial deity})"
"(:Character {id: Damasen, label: Damasen, type: Giants})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Roman deity})"
"(:Character {id: Ourea, label: Ourea, type: Greek primordial deity})",[:RELATED {type: sibling}],"(:Character {id: Uranus, label: Uranus, type: Greek primordial deity})"
"(:Character {id: Ourea, label: Ourea, type: Greek primordial deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Greek primordial deity})"
"(:Character {id: Ourea, label: Ourea, type: Greek primordial deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Roman deity})"
"(:Character {id: Scotus, label: Scotus, type: Greek primordial deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Greek primordial deity})"
"(:Character {id: Scotus, label: Scotus, type: Greek primordial deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Roman deity})"
"(:Character {id: Pontus, label: Pontus, type: Greek primordial deity})",[:RELATED {type: sibling}],"(:Character {id: Uranus, label: Uranus, type: Greek primordial deity})"
"(:Character {id: Pontus, label: Pontus, type: Greek primordial deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Greek primordial deity})"
"(:Character {id: Pontus, label: Pontus, type: Greek primordial deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Roman deity})"
"(:Character {id: Achlys, label: Achlys, type: Greek primordial deity})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: goddess})"
"(:Character {id: Achlys, label: Achlys, type: Greek primordial deity})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: Greek primordial deity})"
"(:Character {id: Pheme, label: Pheme, type: Greek deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Greek primordial deity})"
"(:Character {id: Pheme, label: Pheme, type: Greek deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Roman deity})"
"(:Character {id: Andes, label: Andes, type: titan})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Greek primordial deity})"
"(:Character {id: Andes, label: Andes, type: titan})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Roman deity})"
"(:Character {id: Oizys, label: Oizys, type: allegorical Greek deity})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: goddess})"
"(:Character {id: Oizys, label: Oizys, type: allegorical Greek deity})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: Greek primordial deity})"
"(:Character {id: Apate, label: Apate, type: personification})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: goddess})"
"(:Character {id: Apate, label: Apate, type: personification})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: Greek primordial deity})"
"(:Character {id: Philotes, label: Philotes, type: goddess})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: goddess})"
"(:Character {id: Philotes, label: Philotes, type: goddess})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: Greek primordial deity})"
"(:Character {id: Elpis, label: Elpis, type: mythological Greek character})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: goddess})"
"(:Character {id: Elpis, label: Elpis, type: mythological Greek character})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: Greek primordial deity})"
"(:Character {id: Kakia, label: Kakia, type: Greek deity})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: goddess})"
"(:Character {id: Kakia, label: Kakia, type: Greek deity})",[:RELATED {type: mother}],"(:Character {id: Nyx, label: Nyx, type: Greek primordial deity})"
"(:Character {id: Acmon, label: Acmon, type: Greek deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Greek primordial deity})"
"(:Character {id: Acmon, label: Acmon, type: Greek deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Roman deity})"
"(:Character {id: Corus, label: Corus, type: daemon})",[:RELATED {type: mother}],"(:Character {id: Hybris, label: Hybris, type: daemon})"
"(:Character {id: Periboea, label: Periboea, type: water deity})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Periboea, label: Periboea, type: water deity})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Periboea, label: Periboea, type: water deity})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Periboea, label: Periboea, type: water deity})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Scylla, label: Scylla, type: sea monster})",[:RELATED {type: mother}],"(:Character {id: Hecate, label: Hecate, type: goddess})"
